,enumeration_type,number,last_updated_epoch,created_epoch,other_names,addresses,taxonomies,identifiers,basic.organization_name,basic.organizational_subpart,basic.enumeration_date,basic.last_updated,basic.status,basic.authorized_official_first_name,basic.authorized_official_last_name,basic.authorized_official_middle_name,basic.authorized_official_telephone_number,basic.authorized_official_title_or_position,basic.authorized_official_name_prefix,basic.name,basic.first_name,basic.last_name,basic.middle_name,basic.credential,basic.sole_proprietor,basic.gender,basic.name_prefix,basic.authorized_official_credential,basic.certification_date,basic.authorized_official_name_suffix,basic.name_suffix,practiceLocations,endpoints,basic.parent_organization_ein,basic.parent_organization_legal_business_name,basic.reactivation_date,basic.deactivation_date
1196,NPI-2,1962053389,1569508943,1569456000,"[{'organization_name': 'COLLAZO AND HODGE ORTHODONTICS', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11811 HINSON RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722123404', 'telephone_number': '501-221-0004'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '2924 KAVANAUGH BLVD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722053719', 'telephone_number': '501-916-2545'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': '', 'license': '', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]",[],HODGE ORTHODONTICS WEST PLLC,NO,2019-09-26,2019-09-26,A,NATALIA,HODGE,,870-450-4772,OWNER/MANAGER,DR.,HODGE ORTHODONTICS WEST PLLC,,,,,,,,DDS,,,,,,,,,
1197,NPI-1,1861552937,1183852800,1165795200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11811 HINSON RD STE 100', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722123472', 'telephone_number': '501-221-0004', 'fax_number': '501-219-0300'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '11811 HINSON RD STE 100', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722123472', 'telephone_number': '501-221-0004', 'fax_number': '501-219-0300'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '2749'}]",[],,,2006-12-11,2007-07-08,A,,,,,,,COLLAZO MEL,MEL,COLLAZO,,"DDS, MS",NO,M,DR.,,,,,,,,,,
1198,NPI-2,1710119136,1250553600,1250553600,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11811 HINSON RD STE 100', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722123472', 'telephone_number': '501-221-0004', 'fax_number': '501-219-0300'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '11811 HINSON RD STE 100', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722123472', 'telephone_number': '501-221-0004', 'fax_number': '501-219-0300'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '2749', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]",[],"MEL COLLAZO, DDS, MS, PA",NO,2009-08-18,2009-08-18,A,SHERI,COLLAZO,,501-221-0004,BUSINESS MANAGER,,"MEL COLLAZO, DDS, MS, PA",,,,,,,,,,,,,,,,,
1199,NPI-1,1720251424,1207094400,1207094400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11715 RAINWOOD RD STE A2', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722123967', 'telephone_number': '501-225-9067', 'fax_number': '501-225-9081'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '11715 RAINWOOD RD STE A2', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722123967', 'telephone_number': '501-225-9067', 'fax_number': '501-225-9081'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': '3028'}]",[],,,2008-04-02,2008-04-02,A,,,,,,,BROWN BROCK,BROCK,BROWN,WARD,D.D.S.,NO,M,DR.,,,,,,,,,,
1200,NPI-1,1881798809,1183852800,1157932800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11327 ARCADE DR', 'address_2': 'SUITE D', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722124015', 'telephone_number': '501-225-3977', 'fax_number': '501-225-3988'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '11327 ARCADE DR', 'address_2': 'SUITE D', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722124015', 'telephone_number': '501-225-3977', 'fax_number': '501-225-3988'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '2524'}]",[],,,2006-09-11,2007-07-08,A,,,,,,,TATE RICHARD,RICHARD,TATE,CHARLES,D.D.S.,YES,M,DR.,,,,,,,,,,
1201,NPI-1,1215025416,1183852800,1160524800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11327 ARCADE DR STE D', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722124090', 'telephone_number': '501-225-3977', 'fax_number': '501-225-3988'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '11327 ARCADE DR STE D', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722124090', 'telephone_number': '501-868-4967'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': 'AR-2572'}]",[],,,2006-10-11,2007-07-08,A,,,,,,,COATES PHILLIP,PHILLIP,COATES,RAY,DDS,YES,M,DR.,,,,,,,,,,
1202,NPI-1,1649763723,1591794312,1528761600,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11327 ARCADE DR STE D', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722124090', 'telephone_number': '501-225-3977'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '11327 ARCADE DR STE D', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722124090', 'telephone_number': '501-225-3977'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': '4279'}]",[],,,2018-06-12,2020-06-10,A,,,,,,,CHANDLER CHRISTOPHER,CHRISTOPHER,CHANDLER,D,DDS,NO,M,DR.,,2020-06-10,,,,,,,,
1203,NPI-2,1386974921,1262563200,1262563200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '6020 RANCH DR', 'address_2': 'SUITE C6', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722234621', 'telephone_number': '501-868-1300', 'fax_number': '501-868-1327'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '6020 RANCH DR', 'address_2': 'SUITE C6', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722234621', 'telephone_number': '501-868-1300', 'fax_number': '501-868-1327'}]","[{'code': '261QD0000X', 'desc': 'Clinic/Center Dental', 'primary': True, 'state': 'AR', 'license': '2839'}]",[],"JOSEPH G. BUSSELL, DDS, PA",NO,2010-01-04,2010-01-04,A,JOSEPH,BUSSELL,GLENN,501-868-1300,OWNER/PRES.,DR.,"JOSEPH G. BUSSELL, DDS, PA",,,,,,,,DDS,,,,,,,,,
1204,NPI-2,1386872075,1452770868,1246406400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '47 HALLEN CT', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722235092', 'telephone_number': '501-256-6265'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '47 HALLEN CT', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722235092', 'telephone_number': '501-256-6265'}]","[{'code': '261QD0000X', 'desc': 'Clinic/Center Dental', 'primary': True, 'state': 'AR', 'license': '3579'}]",[],GRACE M EDWARDS DMD PA,NO,2009-07-01,2016-01-14,A,GRACE,EDWARDS,M,501-256-6265,DENTIST/PRESIDENT,,GRACE M EDWARDS DMD PA,,,,,,,,DMD,,,,,,,,,
1205,NPI-2,1336655158,1513296000,1513296000,"[{'organization_name': 'CLOUD & HILL DENTAL CARE', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '14922 CANTRELL RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722234248', 'telephone_number': '501-868-3800', 'fax_number': '501-712-1422'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '14922 CANTRELL RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722234248', 'telephone_number': '501-868-3800', 'fax_number': '501-712-1422'}]","[{'code': '261QD0000X', 'desc': 'Clinic/Center Dental', 'primary': True, 'state': 'AR', 'license': '1241'}]",[],HILL COMPREHENSIVE DENTAL CARE,NO,2017-12-15,2017-12-15,A,NATHANIEL,HILL,DALTON,501-868-3800,OWNER,DR.,HILL COMPREHENSIVE DENTAL CARE,,,,,,,,DDS,,,,,,,,,
1206,NPI-2,1487122651,1541516064,1541462400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '12400 CANTRELL RD STE 1', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722231728', 'telephone_number': '870-942-2020'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': 'PO BOX 475', 'address_2': '', 'city': 'SHERIDAN', 'state': 'AR', 'postal_code': '721500475', 'telephone_number': '870-942-2020'}]","[{'code': '261QD0000X', 'desc': 'Clinic/Center Dental', 'primary': True, 'state': '', 'license': ''}]",[],D&Z DENTAL,NO,2018-11-06,2018-11-06,A,KATHY,ZAJAC,A,501-679-4700,BILLING COORDINATOR,MRS.,D&Z DENTAL,,,,,,,,,,,,,,,,,
1207,NPI-2,1700094786,1597856604,1179705600,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '12501 CANTRELL RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722231639', 'telephone_number': '501-223-3838', 'fax_number': '501-223-2554'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '12501 CANTRELL RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722231639', 'telephone_number': '501-223-3838', 'fax_number': '501-223-2554'}]","[{'code': '261QD0000X', 'desc': 'Clinic/Center Dental', 'primary': True, 'state': '', 'license': ''}]","[{'identifier': '58928', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BLUECROSSBLUESHIELD INDIV'}, {'identifier': '102068608', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}, {'identifier': '2158', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'DELTA DENTAL'}, {'identifier': '5F438', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BCBS PRACTICE #'}, {'identifier': '617338', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'UNITED CONCORDIA'}]",HEATHMAN FAMILY DENTAL INC,NO,2007-05-21,2020-08-19,A,TANK,PAM,,501-223-3838,OFFICE MANAGER,MRS.,HEATHMAN FAMILY DENTAL INC,,,,,,,,,2020-08-19,,,,,,,,
1208,NPI-1,1649632217,1551190965,1458691200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '12419 CANTRELL RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-223-8442', 'fax_number': '501-224-2900'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '12419 CANTRELL RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722231727', 'telephone_number': '501-223-8442', 'fax_number': '501-224-2900'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '4253'}, {'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': False, 'state': 'TX', 'license': '31710'}]",[],,,2016-03-23,2019-02-26,A,,,,,,,HEATH ELIZABETH,ELIZABETH,HEATH,MAURER,"D.D.S., M.S.D.",NO,F,DR.,,,,,"[{'address_type': 'DOM', 'address_1': '7500 KIRBY DR', 'address_2': 'APT 646', 'city': 'HOUSTON', 'state': 'TX', 'postal_code': '770304300', 'country_code': 'US', 'country_name': 'United States', 'telephone_number': '214-995-0254', 'update_date': '2019-02-26 14:02'}, {'address_type': 'DOM', 'address_1': '1226 FERGUSON DR STE 2', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720153567', 'country_code': 'US', 'country_name': 'United States', 'telephone_number': '501-223-8442', 'update_date': '2019-02-26 14:02'}, {'address_type': 'DOM', 'address_1': '2301 SPRINGHILL RD STE 105', 'address_2': '', 'city': 'BRYANT', 'state': 'AR', 'postal_code': '720197567', 'country_code': 'US', 'country_name': 'United States', 'telephone_number': '501-223-8442', 'update_date': '2019-02-26 14:02'}]",,,,,
1209,NPI-1,1386714178,1183852800,1162944000,"[{'code': '2', 'type': 'Professional Name', 'last_name': 'JINES', 'first_name': 'W', 'middle_name': 'GENE', 'credential': 'DDS'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '12501 CANTRELL ROAD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-223-3838', 'fax_number': '501-223-2554'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '12501 CANTRELL ROAD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-223-3838', 'fax_number': '501-223-2554'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '2158'}]","[{'identifier': '2158', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'DELTA DENTAL OF AR'}, {'identifier': '617338', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'UNITED CONCORDIA'}, {'identifier': '58928', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'AR LUE CROSS BLUE SHIELD'}, {'identifier': '102068608', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}]",,,2006-11-08,2007-07-08,A,,,,,,,JINES WALTER,WALTER,JINES,GENE,DDS,NO,M,,,,,,,,,,,
1210,NPI-1,1679636971,1183852800,1166400000,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '12501 CANTRELL ROAD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-223-3838', 'fax_number': '501-223-2554'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '12501 CANTRELL ROAD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-223-3838', 'fax_number': '501-223-2554'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '3400'}]","[{'identifier': '5F438', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BCBS OF AR'}, {'identifier': '1416472', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'UNITED CONCORDIA'}, {'identifier': '3400', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'DELTA DENTAL OF AR'}, {'identifier': '5X091', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BCBS OF AR'}]",,,2006-12-18,2007-07-08,A,,,,,,,MCGURK SUZANNE,SUZANNE,MCGURK,K,DDS,NO,F,,,,,,,,,,,
1211,NPI-1,1992854558,1321833600,1168387200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '14114 TAYLOR LOOP RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-868-3331', 'fax_number': '501-868-5323'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '14114 TAYLOR LOOP RD.', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-868-3331', 'fax_number': '501-868-5323'}]","[{'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': True, 'state': 'AR', 'license': '3512', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]","[{'identifier': '155664608', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}, {'identifier': '5C240', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BCBS GROUP ID NUMBER'}]",,,2007-01-10,2011-11-21,A,,,,,,,KITCHENS MICHAEL,MICHAEL,KITCHENS,ANTHONY,D.D.S.,YES,M,DR.,,,,,,,,,,
1212,NPI-1,1336298066,1325030400,1168387200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '14114 TAYLOR LOOP RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-868-3331', 'fax_number': '501-868-5323'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '14114 TAYLOR LOOP RD.', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-868-3331', 'fax_number': '501-868-5323'}]","[{'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': True, 'state': 'AR', 'license': '2186', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]","[{'identifier': '156309631', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}, {'identifier': '58373', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BCBS ID #'}]",,,2007-01-10,2011-12-28,A,,,,,,,KITCHENS CLOVIS,CLOVIS,KITCHENS,ANDREW,D.D.S. M.S,YES,M,DR.,,,,,,,,,,
1213,NPI-2,1871610857,1215734400,1174608000,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '12921 CANTRELL RD SUITE 200', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-221-1200', 'fax_number': '501-221-1326'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '12921 CANTRELL RD SUITE 200', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-221-1200', 'fax_number': '501-221-1326'}]","[{'code': '1223E0200X', 'desc': 'Dentist Endodontics', 'primary': True, 'state': 'AR', 'license': '2694', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]","[{'identifier': '696033', 'code': '01', 'desc': 'Other', 'state': '', 'issuer': 'UNITED CONCORDIA'}, {'identifier': '56311', 'code': '01', 'desc': 'Other', 'state': '', 'issuer': 'BCBS'}, {'identifier': '111380608', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}]",KENNETH E PEARSON DDS PA,NO,2007-03-23,2008-07-11,A,NANCY,HASTINGS,C,501-221-1200,OFFICE MANAGER,,KENNETH E PEARSON DDS PA,,,,,,,,,,,,,,,,,
1214,NPI-1,1689898850,1183852800,1176336000,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '12921 CANTRELL RD', 'address_2': 'SUITE 200', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-221-1200', 'fax_number': '501-221-1326'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '12921 CANTRELL RD', 'address_2': 'SUITE 200', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-221-1200', 'fax_number': '501-221-1326'}]","[{'code': '1223E0200X', 'desc': 'Dentist Endodontics', 'primary': True, 'state': 'AR', 'license': '2694'}]","[{'identifier': '56311', 'code': '01', 'desc': 'Other', 'state': '', 'issuer': 'BCBS'}, {'identifier': '696033', 'code': '01', 'desc': 'Other', 'state': '', 'issuer': 'UNITED CORDIA'}, {'identifier': '111380608', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}]",,,2007-04-12,2007-07-08,A,,,,,,,PEARSON KENNETH,KENNETH,PEARSON,E,DDS PA,NO,M,,,,,,,,,,,
1215,NPI-2,1174706725,1325030400,1196899200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '14114 TAYLOR LOOP RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-868-3331', 'fax_number': '501-868-5323'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '14114 TAYLOR LOOP RD.', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-868-3331', 'fax_number': '501-868-5323'}]","[{'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': False, 'state': 'AR', 'license': '3512', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': True, 'state': 'AR', 'license': '2186', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}]",[],"KITCHENS PEDIATRIC DENTISTRY, PLLC",NO,2007-12-06,2011-12-28,A,CLOVIS,KITCHENS,ANDREW,501-868-3331,DENTIST/OWNER,DR.,"KITCHENS PEDIATRIC DENTISTRY, PLLC",,,,,,,,DDS,,,,,,,,,
